rpid,parent_rpid,username,content,like_count,timestamp,ip_location
243200986288,0,致命的猫猫,除了扫盲  其它都是生意 消费,13,1727362224,IP属地：广东
243012107297,0,晚风浮你,罗老师，我低分飘过啦，谢谢你,9,1727282909,IP属地：重庆
243123934864,0,秋と夜,"看到弹幕刷“为中华之崛起而读书”我不否认
我希望打这句话的人不是空口无凭，他们真的为中华之崛起而读书",24,1727272965,IP属地：广东
243121598720,0,孤单的麦子,读书也不能否定辛亥革命,43,1727271262,IP属地：甘肃
242995419985,0,ll無為ll,[热词系列_谢谢老师],5,1727268482,IP属地：湖北
243100166144,0,你有柿吗你没柿吧,有没有可推荐的哲学方面的书,3,1727253679,IP属地：北京
243094366272,0,Goethe_,"我们为什么要读书？
“我正式劝同志们读一点书，免得受知识分子的骗”",57,1727247528,IP属地：北京
243054657568,0,无可匹敌的饭量01,支持罗老师（五日元一条，删除括号内文字）,50,1727192083,IP属地：广东
242934897281,0,我啥都磕36,每天线上打卡单词，用背duo分的那个闯关答题，蛮有意思，边玩边学🤭,2,1727191684,IP属地：江西
243031032976,0,亚古兽很矜贵,hh,1,1727174517,IP属地：云南
242909994273,0,古之遗爱慕容恪,【【永嘉（上）01】石勒发迹：生存还是死亡，堕落还是崛起？并州杂胡该如何抉择？-哔哩哔哩】 https://b23.tv/DGYGJjr,3,1727172165,IP属地：河南
243004031072,0,大地怒吼,[滑稽],66,1727149375,IP属地：广东
243000873168,0,明子field,为了不被反动知识分子蒙骗,68,1727146410,IP属地：河北
242991244768,0,柳风清扬,人的一生中，成功只是一时的，失败才是主旋律。而如何面对失败，却将人分成了不同的种类。人生最为辉煌的一天，并不是功成名就的那一天。而是从悲叹和绝望中，产生对人生挑战的欲望并且勇敢的迈向这种挑战的那天。,6,1727133395,IP属地：湖南
242988642720,0,阿法尔,这道理很简单[抠鼻]，人不读书就会信网红胡说八道嘛,61,1727128545,IP属地：天津
242869967521,0,陆神海,2024年，9月24日来学习罗翔老师讲话,5,1727116243,IP属地：北京
242975258000,0,Leb004克里斯蒂娜,"老师今天问：读书的意义？
我下课后跟老师说：现实来说，是为了工作与生活；但理想来说：是为了丰富自己的价值观念，认清自己的渺小，并持之以恒的去提升自己。
当然，读书的目的与意义从不局限于半亩田地，更多我认为，应该成为自己的价值引领与行为准则，学有所思。",9,1727104491,IP属地：陕西
242970528304,0,在B站申请昵称好难,看了好多遍了，每次心情低落或者飘的时候，来听听罗老师的教诲[呲牙],3,1727100991,IP属地：山东
242958783008,0,用掉六个币,哇这个好可爱,2,1727092089,IP属地：上海
242836942129,0,六叔不是排行第六,人一定要读书，读书的目的是获取知识，获取知识的目的在于运用，反复运用知识解决问题，经过再思考、再沉淀，知识才有可能转化成智慧，智慧才是对人类社会有创造性价值的成果。而读书的过程容不得虚假，读书人一定要务实。@,5,1727085823,IP属地：湖南
242913984736,0,账号已注销,说的道理,12,1727047073,IP属地：广西
242795916033,0,西弗勒斯_斯内普_,以前还行,2,1727026711,IP属地：浙江
242776866337,0,cn甜酒,谁能帮我写日记,7,1727010265,IP属地：河南
242775610961,0,平仲山人,【罗翔老师的“光辉岁月”-哔哩哔哩】 https://b23.tv/2mnucXH,15,1727009237,IP属地：新疆
242878708736,0,雪荷君,没啥道理，和酸儒劝农奴宁死不屈守住气节一样，现在早已不是六七十年代，没有包分配包住房，大家为了整到一份好工作交车贷房贷就已经算是焦头烂额了，仅有的空余时间还要休息一下，哪里来的精力和时间去读那厚厚一本的名著？如果不去做那功利性的行为恐怕祖孙三代都只能给别人打工，说的有一些道理，但我们需要的不是理想主义的道理，而是实实在在的利益,16,1727003653,IP属地：澳大利亚
242768291361,0,清风徐来788,为什么罗老师总喜欢搞读书人的人设，给自己加护盾,15,1727003628,IP属地：湖北
242877692928,0,abandonese,读书没啥用，现在大学生都找不到工作,10,1727002861,IP属地：广东
242818305184,0,肆意酒屋,"《如何阅读一本书》
读书不是炫耀，读书是培养智慧。
读书如吃饭，供给人养分。",7,1726935722,IP属地：广东
242806037488,0,JordanPooleMES,读书,2,1726927133,IP属地：福建
242687470673,0,wepon巧克力,因为你自己总结不出人生经历，获得不了人生阅历，所以你需要靠读书来获得。,3,1726918502,IP属地：四川
242770878304,0,我不是六条悟,是摄像机的声音吗，老感觉有人笑,3,1726900305,IP属地：四川
242757508144,0,去责任化不合作,https://b23.tv/BV1JptjegEgc,0,1726890095,IP属地：广东
242733757168,0,撕裂屏障,读的书越多，我越觉得这一辈子也读不完自己喜欢的书。,5,1726850362,IP属地：四川
242725270592,0,六月夕阳-Apathy,读书没有目的，读书本身就是目的。,6,1726843828,IP属地：四川
242610619313,0,人圭人夋,当被雨淋湿后，这是再递你一把伞，你肯定会打伞。但你都淋湿了，你打伞又有什么用呢，你为什么要打伞，因为你不想再被淋湿了······,4,1726835157,IP属地：山东
242564089617,0,凯旋门下的少年,感谢其中一句话:一个有智慧的人，一定很谦虚。,4,1726791452,IP属地：江西
242646438160,0,故梦无踪,读书能让我觉得安心，人经常会焦虑，但是读书的时候很少会焦虑。这种读书不是说你上课学习，而且在没人要求你这么做的时候，你自己选择读喜欢的书，有意义的书,2,1726758935,IP属地：重庆
242547132209,0,JOKER渔,不是读书没用，是我们读的那点书没用[微笑][藏狐],4,1726758575,IP属地：湖北
242507882417,0,--爱自己,我的理解是一开始肯定要读自己喜欢的书，不然根本读不下去，之后读的书足够多或者是有自己的一些认知体系之后，再去读那些挑战性的书。,5,1726725224,IP属地：云南
242506696593,0,Fiona-loli,我学CPA是为了能赚更多的钱，考过了，找到高工资的工作后，我才能有心情和精力去看别的书，不然真的没时间，我也不是富二代，还要边上班边学习。！,2,1726723926,IP属地：广东
242565765344,0,想揸bb车,对自己说加油。,0,1726671493,IP属地：广东
242559169792,0,盒贺鹤,经典👍🏻,0,1726666778,IP属地：湖南
242404844881,0,KkiGhtT,我不知道啊😦我看斗罗大陆的啊,0,1726591735,IP属地：江苏
242443814256,0,fujggf,@AI视频小助理 总结一下,0,1726555992,IP属地：陕西
242443869904,0,fujggf,@AI视频小助理,0,1726555948,IP属地：陕西
242343692849,0,江湖么么,老师你别说了，我买,0,1726547803,IP属地：广东
242325635057,0,菲斯特尔特,为什么这个视频看不了？,0,1726532633,IP属地：安徽
242325693857,0,菲斯特尔特,多读书。[2024],1,1726532499,IP属地：安徽
242401511392,0,你这不对吧_,这简直是一篇优秀的议论文,3,1726506280,IP属地：江苏
242379371072,0,香香牛奶猫ll,罗翔老师太厉害了！！！！[星星眼],2,1726490936,IP属地：黑龙江
242373636432,0,番茄炒蛋很下饭i,省流:真正的大师永远怀着一颗学徒的心,5,1726487232,IP属地：湖南
242355325872,0,weidiantec,读书为了走出洞穴，人生的唯一目的就是超越今生[呲牙],2,1726474636,IP属地：广东
242250058209,0,龟の妻,@理塘丁真,0,1726458467,IP属地：河北
242220823137,0,超能青年,我的感受就是读书读的好的话，尽可能不按照别人的意愿生活,0,1726414390,IP属地：河南
242220181025,0,超能青年,腹有诗书气自华,0,1726413875,IP属地：河南
242214594401,0,疯狂的缝纫机,将书作为一种真理，迷茫时唯书永远可信[脸红],0,1726410049,IP属地：山东
242133015888,0,缘见1991,长存空杯心，不为所知障。,1,1726242923,IP属地：广东
242121370160,0,哔哩哔哩豆腐,罗翔老师，你没见识过底层社会，你理解不了功利啊。,4,1726234217,IP属地：广东
241968074977,0,月亮睡醒拉,[OK][OK]很棒,0,1726144194,IP属地：广东
241826170401,0,零向量粒子,怎么看不到？,2,1725976986,IP属地：北京
241803136113,0,言希的信号灯,罗老师推荐的《如何阅读一本书》是这本吗？,2,1725958062,IP属地：广西
241827185920,0,等风亦追风1,喜欢罗老师,2,1725909985,IP属地：陕西
241758458736,0,kKk蜜汁堡堡,这个道理我早就想到了诶[星星眼][星星眼][星星眼]知识是积累，人的智慧是会在日常里流露的。,0,1725845083,IP属地：浙江
241638218529,0,水华江汜,法律的解读空间过大；请问老师，为什么法律领域没有出现一种像数学公式/语言、计算机语言的法律语言，用来尽量逻辑化、严谨化、单义化法律内容？,1,1725771669,IP属地：北京
241606546001,0,账号已注销,我感觉偶尔活在诗歌里 下雨天里 梦里 可能这就是意识操控的好处 看到感动的事情 瞬间就会泪流满面 伤心是真的伤心 开心也是真的 惊艳也是真的 成长也是真的,1,1725726892,IP属地：河南
241606288081,0,账号已注销,我觉得读书 学习实用的知识  然后经历一些事情 读懂一些作品 至少我是为了 能听到更好听的歌曲,0,1725726693,IP属地：河南
241568900753,0,穗sui平an,@蛋蛋丫丫好,0,1725699508,IP属地：广西
241616678032,0,哈梗大师,太有哲理了，点赞！,0,1725699433,IP属地：江苏
241567483249,0,不见昔日朝阳,因为我足够渴望,0,1725698391,IP属地：云南
241561696993,0,六月风吟,想多读书的朋友，可以看看我的主页哦，持续更新分享好书经典句子，总有一款你喜欢的[脱单doge],0,1725693203,IP属地：江苏
241555145441,0,模糊你的泪眸,读书为了打磨更好的自己,0,1725687524,IP属地：辽宁
241587868656,0,维生素5257,我读不下去,1,1725676682,IP属地：江苏
241517585649,0,WordWalk,[支持][支持][支持],0,1725637177,IP属地：广东
241547652704,0,曾经有人说正方形,？将苦难作为自己的人生哲学？这会陷入悲剧论吗,0,1725626900,IP属地：江苏
241476999953,0,央平,为了改变，为了看到更美好的风景，事物，遇见更好的自己或她,1,1725606024,IP属地：河北
241414303025,0,油罐-,为移民,1,1725535315,IP属地：山东
241443427200,0,世世代代2212231,3343,0,1725527321,IP属地：山东
241443552496,0,世世代代2212231,222222,0,1725527307,IP属地：山东
241431340752,0,伟先生ceo,好了，世界和平了,1,1725515522,IP属地：四川
241427840016,0,给你一杯芋圆,丁真：你说得对,1,1725512538,IP属地：湖南
241410836640,0,伟先生ceo,我就去拍了部电影《决战中途岛》,0,1725497175,IP属地：四川
241410224240,0,伟先生ceo,@北京大学,0,1725496399,IP属地：四川
241406886864,0,虚荣的伤痕,读书其实是非是有必要的，要么成为奴隶，要么成为挣脱枷锁的执牛耳者,0,1725489941,IP属地：江苏
241389360976,0,账号已注销,我承认我无知，因为我越是阅读越发觉得自己很渺小[难过],2,1725461415,IP属地：广东
241344398801,0,是那,非功利读书不是浪费时间吗,0,1725455269,IP属地：浙江
241335394097,0,瀚林浅梦,我们活着是为了吃饭还是吃饭是为了活着[疑惑],0,1725448257,IP属地：黑龙江
243090270497,243212626528,英格兰失落的一角,回复 @疑舟 :视频后半段罗老师也补充道：辛亥革命之后，革命纲领也很快从“驱除鞑虏”转变为“五族共和”。他只是客观的叙述事实，不存在任何的褒贬,19,1727395438,IP属地：浙江
243313632896,243121598720,creabacdee,说他否定辛亥革命的是真的没看过原文啊[笑哭]单说“以排满为目标的辛亥革命的宣传中”这句话是直接引述论文的，且“排满”确确实实是那个时期的一个思潮，后面又提倡五族共和了，这是有提到的啊。[笑哭],17,1727500825,IP属地：福建
243313797776,243090270497,creabacdee,回复 @斑斓味海风 :我发现很多人根本没看过视频，许多人盯住一句话就开骂，且不谈罗翔后面谈梁启超时强调了“五族共和”与健全的爱国观，单这一句话也确确实实是从论文中找到的，而且针对“排满”也有专门的论文考证，其中不乏社科基金项目和官网文章。,16,1727501016,IP属地：福建
243184169345,243313797776,英格兰失落的一角,回复 @creabacdee :我现在也发现很多人就是跟风无脑黑！不过这一期视频也确实是有些深度的，我历史也不好，我也是看了好几遍才看明白一点[笑哭],10,1727504617,IP属地：浙江
243389917408,243184169345,creabacdee,回复 @斑斓味海风 :我对照了原文，发现原文表述已经很谨慎了，观点其实就是反对民族歧视与民族仇恨，算得上是老调重弹，在某种程度上其实是有zzzq加持的。他对辛亥革命就提了两次，分别阐述了排满思潮的出现与转变，这都是有史学界的相关研究背书的，能被骂也是离谱了，互联网上断章取义搞跟风黑的人太多了。,16,1727586938,IP属地：福建
243258888417,243389917408,英格兰失落的一角,回复 @creabacdee :匿名发言又不用负什么责任，可能生活中的负面情绪无处发泄吧，所以只能在网络上重拳出击，发表一些黑别人的言论在他们的小团体里博得一些认同吧，找找存在感,8,1727593637,IP属地：浙江
243524429040,243258888417,creabacdee,回复 @斑斓味海风 :罗老师很多所谓的“争议言论”如果进行考究的话其实本身就有争议，其中不乏某些人的断章取义，张冠李戴，像是新视频本来谈的是辛亥革命的“宣传”现在以讹传讹成“本质”“目的”之类的，我都要怀疑罗老师是不是惹到什么人了。,8,1727743342,IP属地：福建
243525043760,243184169345,creabacdee,回复 @斑斓味海风 :你再去看一下我的评论，我提到罗老师原话“以排满为目标的辛亥革命的宣传中”，结果“在宣传中”之前的语句都被标蓝搜索了，却自动忽视了“宣传”，你就知道为啥这么多人骂他了，都没几个人有去找原文跟你辩的[笑哭],9,1727744065,IP属地：福建
243397999521,243392518209,英格兰失落的一角,回复 @了解你understand :怎么就应该了？,6,1727760952,IP属地：安徽
242953166849,243031032976,革命先驱者鲁迅,hh,0,1727227499,IP属地：河南
243091626640,243000873168,账号已注销,谁是正动？,4,1727244412,IP属地：上海
242971429985,243091626640,゚王安石,回复 @弗拉季斯拉夫 :否定之否定,0,1727245854,IP属地：江苏
243322714752,243091626640,莫惑,回复 @弗拉季斯拉夫 :拳头大就是正动咯,3,1727509746,IP属地：浙江
242552128113,242547132209,ふじわらちか,非也非也,0,1726762588,IP属地：河南
242416105520,242325635057,世下幽灵,看的了，你卡了吗,0,1726536048,IP属地：山西
242471999408,242401511392,栀木兮子_Smecding,你别说我还真是因为写论文来看的[笑哭],0,1726575536,IP属地：江苏
242055098576,241826170401,星舰零号机,我也看不到，搞清楚为什么的话麻烦踢我一脚，谢谢,0,1726157462,IP属地：湖北
241914113665,241803136113,上学的机器人,是的,0,1726074449,IP属地：中国香港
241931056081,241914113665,言希的信号灯,回复 @上学的机器人 :好的 谢谢答复,0,1726110489,IP属地：广西
241810161057,241638218529,取名废物_,你可以创造一个,0,1725964192,IP属地：广东
242048799936,241606288081,povdwks,读书是真的能引发思考的。至少我觉得活得更透彻让我感到满足,0,1726152801,IP属地：江苏
242338570624,241587868656,三排女,需要人先静下来,1,1726461931,IP属地：辽宁
241527853249,241476999953,木合塔尔沙漠的世界观,不管你说什么，反正我就要点踩,0,1725650293,IP属地：新疆
242338554032,241344398801,三排女,如果你觉得你一天的时间都可以用来读书 那你早就死了,0,1726462014,IP属地：辽宁
242338802368,241335394097,三排女,肯定是后者呀 活着的目的包括吃饭 吃饭肯定是为了活下去,0,1726462068,IP属地：辽宁
241332980561,0,Ultra_manace,"以前我们是为了中华崛起而读书
现在我们是为了不被中华淘汰而读书[脱单doge][脱单doge][脱单doge][傲娇]",0,1725446456,IP属地：湖北
241354388400,0,瓜の使者,可是读完书，就要去挣钱啊,0,1725434838,IP属地：河北
241274461457,0,停诗里,思想的力量,0,1725374699,IP属地：安徽
241274351345,0,阿拉黑小帅哥,理想国,0,1725374627,IP属地：河南
241305963152,0,空当月日,破碎虚空,0,1725374282,IP属地：广东
241288545680,0,bili_88940336729,7:37 打翻的牛奶，关不上的门窗，卡住的衣服..…，他们认为我太过于小题大作了。他们认为我不正常，他们认为我是疯子，没人了解我，也没人会理解我怎么了，我为什么这么做；只有我自己才知道我怎么了，我为什么会变成这样，以及其他的….；你是你，我是我，我们终究是两个世界的人，我们的道路可能会偶尔交汇。但也仅仅只是交汇罢了，没有沟通没有其他的什么事，紧紧只是路上的过客罢了。（对于你来说我是，对于你来水我是，我终将理解不了你们，你们也理解不了我。我也无法原谅自己和自己的过去及错误和解，拥我入怀的———只有死亡。（暂终）,1,1725362065,IP属地：河北
241219369345,0,寻找内心安宁的黑猫,@AI视频小助理 总结一下,0,1725328165,IP属地：广西
241182525649,0,hankla,罗老师说的读书似乎并不是现今普通人上学的那个“读书”。现在的人上学校读的不是这个书。,2,1725279173,IP属地：广东
241190733152,0,Y吃饱了嘛,为中华之崛起而读书,4,1725263452,IP属地：湖南
241151367041,0,天上掉下来个美羊羊,有没有好书推荐,0,1725251780,IP属地：贵州
241156762928,0,77chuuu,罗翔老师，好爱听你讲话🥹,1,1725221251,IP属地：浙江
241155834640,0,全缘恶人,为人民之崛起而读书，消灭世界所有权贵,3,1725218339,IP属地：江苏
241130242929,0,赤开团时,读书是为了获取能力获取资源,1,1725217766,IP属地：山西
241104625601,0,时间来3号,当有人在岁月静好。就会有人负重前行。,3,1725194357,IP属地：湖南
241070219665,0,米迦LYP,读书的意义是时代赋予的，不同的时代有着不同的意义，时代与社会紧密联系，影响这人们的价值观，也就形成了唯有读书高的观点,1,1725167807,IP属地：安徽
241079460432,0,陌上茹薇,提高下限,0,1725158787,IP属地：湖北
241041058321,0,瓶子哟QwQ,辗转难眠,0,1725129877,IP属地：四川
241027469905,0,蜀山同昌,总结下来就是：书以明智,1,1725117229,IP属地：四川
241013628561,0,嘎嘎爱草莓,"&#34;在反思中发现，幸福并非唯学历或努力程度所能定义，每个人的生活轨迹和幸福标准各异，重要的是保持积极心态，理解并尊重每个人的不同选择。&#34;
突然发现自己也被中式教育荼毒了，今天看到付航脱口秀，他说不管怎样你的人生才刚刚开始。我觉得很对，开心最重要，我们要有一个好的心态，不管怎样你的人生都不会完蛋。可我又在想哪些年少不努力学习的人，凭什么可以活得那么开心，他们明明不配，在该奋斗的年纪混吃混喝，长大了依然幸福人生，那我这么多年努力为了什么。突然被自己的想法吓到了，原来我也会心里不平衡，我暗暗把人分为三六九等，你不努力就不配过幸福人生。可事实不是这样的，谁能定义人一定要怎样才能获得幸福那？在唯学历论，我发现原来我是这样的。",0,1725108750,IP属地：河南
240975023889,0,虐_你-如_呼-吸,@香菜种满世界ovo,2,1725082330,IP属地：江西
240965958097,0,秋怡帆,马上1949101的播放量,1,1725076582,IP属地：河北
240982001728,0,万种骚情,读书没有非功利性的，读书的功利就是为了让自己变得更好，无论是灌鸡汤还是读经典,0,1725075806,IP属地：广西
240974644400,0,bili_46694922324,读书可以让人保持思想活力，让人得到智慧启发，让人滋养浩然之气。,1,1725070779,IP属地：河南
240938532177,0,闪耀的爱莉希雅,吃得苦中苦，方为苦中苦,0,1725039240,IP属地：广东
240927765505,0,寻向往之景,成功与智慧,0,1725030921,IP属地：广西
240899561617,0,幻想大帝_-_-,所以看什么书好呢，看政治和哲学？,0,1725014438,IP属地：广西
240894372688,0,我从来不嚣张,传承,0,1725002296,IP属地：河南
240870822272,0,虹夏少年,似乎弹幕与评论，没有弄清读书和上学的区别,0,1724987615,IP属地：湖南
240854033168,0,以太_量子IV,1949万播放留念！为中华之复兴而读书！[打call],1,1724971044,IP属地：广东
240850441792,0,凉陈总裁,还有23个人在看？,1,1724959648,IP属地：福建
240825323217,0,玉王老师说,[热词系列_谢谢老师],0,1724944760,IP属地：山东
240829309360,0,灵魂学习,现在呢，为什么要读书,0,1724941432,IP属地：安徽
240808795632,0,我亲爱的日奈,因为书就在那,1,1724930133,IP属地：安徽
240808066048,0,祚熙,所以说读书是为了帮助我们自己挣开狭隘的见识 对吗,0,1724929716,IP属地：陕西
240798561809,0,不缺钱花的我,一天一遍，自己不想总结工作的时候就用这个视频稍微激励一下自己,0,1724929213,IP属地：新疆
240761050017,0,蒸巫鱼,因为不想连13.11和13.8谁大都分不清楚[doge],1,1724904440,IP属地：贵州
240674158896,0,清江有汜,@AI视频小助理,0,1724833618,IP属地：湖北
240622562096,0,岚观苍穹,"耕所以养生，读所以明道，此耕读之本原也，而后世乃假以谋富贵矣。
——《围炉夜话》",1,1724816295,IP属地：四川
240535150208,0,小杨bad,我选择读书的原因是:1.用理论联系实际，解决问题2.兴趣爱好3.求知,0,1724768010,IP属地：四川
240176832240,0,但求感觉到位,读书是为了面对事情的时候，不再向以往虚假的规则所左右,1,1724630634,IP属地：陕西
239998548352,0,弥芳,[脱单doge],0,1724556622,IP属地：四川
239935644736,0,MCU_屎大颗,"读书是为了自己想要的生活，而生活不是目的
“宇宙为字由而存在”",1,1724516287,IP属地：四川
239714171920,0,尔东内个良,魔鬼代言人,1,1724426439,IP属地：河南
239653692320,0,老番茄做的炒饭,一个赞读10页书[脱单doge],4,1724409505,IP属地：广东
239647028496,0,闪长岩不吃萝卜,"可是现在中国的传统教育体制下其实造成了很多学生仅仅为了读书而读书，并不在乎初衷和本心了。
但你要说读书不是为了名利，但如果说这话的人没有多大的成果有谁听他的，砖家随便BB几句都是真理，对于普通人就是讲要读书，努力像他们一样站到最高的位置，这是为了什么而读书？
同样在教育过程中，很多时候大家都只关心成绩，并不观赏道德，万般皆下品，惟有读书高，失去了人性，之前复旦大学那几个人，再往前很多很多的人，读书有改变他们的恶性吗？因为只看到了他们的数字，没有看到真正的人。我们崇尚儒家，从小就读人之初性本善，但读这个只是为了考试而已，这完全没有意义，这只是教，没有育。
再就成绩考核上，最后进入高等教育的人往往都是所有科目都很优秀的人，那专科很强的人呢，在工作上很有作用，但入职就看学历，专生怎么发挥。我们读书一直不是因为热爱，只是为了考试，拿到分数，毕业，找工作，辛勤工作一辈子然后累的像头驴。
我清楚的记得我以前的一次教师节，那时候很多老师收到学生的花，结果转手就丢进垃圾桶，学生看见了也并不感到奇怪，这是因为这些节日已经完全形式化，流于表面，有几个送花的是为感谢，大部分都是为了拉进关系。
分于此，我更愿意接受真正的道德教育，真正的思想教育，能为了共产主义而奋斗，而不是在幽暗的灯光下无脑背单词
轻喷@[tv_皱眉][tv_皱眉][tv_皱眉]",2,1724407714,IP属地：贵州
239577669792,0,大菓粒,为天地立心，为生民立命，为往圣继绝学，为万世开太平。,2,1724385218,IP属地：四川
239558200096,0,一个无聊的人聪明,请问一下老师，别人把你两个东西搞丢了，你自己很着急，而那个人是不是得赔你精神损失费？，只找到了一个，别人用不用赔你丢失的那个？,0,1724378451,IP属地：山东
